"shipname","captaina","yearam","fate","fate2","fate3","fate4","slamimp","vymrtrat"
"NS da Ajuda e Sr Bom Jesus de Bouças","Pires, João Batista","1778","1","1","14","1","194"," "
"NS da Conceição S Antônio e Almas","Preto, Manoel Luís","1785","208"," "," "," ","229.7"," "
"NS da Penha e S Cecília","Santos, José Antônio dos","1785","208"," "," "," ","323.5"," "
"NS da Conceição S José e Boa União","Coimbra, Joaquim José","1786","77","5"," "," ","335.6"," "
"Santana e S Joaquim","Santos, Jacinto Gonçalves dos","1729","1","1","14","1","238"," "
"NS da Concórdia","Ribeiro, Antônio de Oliveira","1724","1","1","14","1","784","0"
"D Mariana"," ","1810","208"," "," "," ","472.9"," "
"NS do Monte do Carmo e S Elias","Guimarães, Silvestre de Sá","1777","1","1","14","1","192"," "
"NS da Conceição e S Antônio Grande","Lucena, Francisco José","1780","49","1","14","1","461","0.083499006"
"NS da Conceição S José S Antônio e Almas","Araújo, Aleixo de","1780","49","1","14","1","379"," "
"NS do Monte do Carmo e S Francisco","Pereira, João Rodrigues","1780","1","1","14","1","234"," "
"NS Mãe dos Homens Vitória e Almas"," ","1778","208"," "," "," ","323.5"," "
"NS do Rosario S Bernardo e Almas","Lima, Nicolau Gonçalves","1780","49","1","14","1","328"," "
"NS dos Prazeres S Luís Gonzaga e Almas","Fradinho, José da Silva","1780","49","1","14","1","581","0.021885522"
"Santana S Antônio e Almas","Rodrigues, José","1780","49","1","14","1","406","0.079365079"
"NS da Glória e Boa Viagem","Matos, Manoel Muniz de","1781","49","1","14","1","350","0.025069638"
"NS dos Prazeres S Luís Gonzaga e Almas","Fradinho, José da Silva","1781","49","1","14","1","608","0.103244838"
"Santana S Antônio e Almas","Monteiro, Pedro dos Passos","1781","49","1","14","1","384"," "
"Sabóia","Campos, Antônio da Silva Araújo","1781","49","1","14","1","350"," "
"NS da Conceição S Antônio e Almas","Costa, Francisco Luís da","1767","49","1","14","1","268"," "
"NS do Rosario S Antônio e Almas","Rosa, José Gomes","1768","1","1","14","1","243"," "
"NS da Conceição S José e Almas","Silva, Luís Vieira da","1766","49","1","14","1","216","0"
"Santana S José e Almas","Reis, José de Souza","1761","49","1","14","1","256"," "
"NS do Monte do Carmo e S João Batista","Rocha, Manoel de Oliveira","1760","49","1","14","1","275"," "
"NS do Crato S Roque e Almas","Santos, Pedro Cordeiro dos","1760","49","1","14","1","20"," "
"NS da Conceição S José e Almas","Ribeiro, Estevão","1760","49","1","14","1","239"," "
"NS da Conceição S José e Almas","Vicente, Francisco","1760","1","1","14","1","276"," "
"NS do Rosario e S Reis","Melo, Bonifácio de","1744","49","1","14","1","221"," "
"NS do Livramento S Antônio e Almas","Álvares, Afonso","1743","49","1","14","1","436"," "
"NS do Socorro e S Antônio","Souza, Francisco de","1737"," "," "," "," ","91.8"," "
"NS do Socorro S Antônio e Almas","Abreu, João","1737"," "," "," "," ","193.7"," "
"Santana e S Joaquim","Góes, Felipe da Silva","1737"," "," "," "," ","193.7"," "
"Santana S Joaquim e Almas","Pereira, Sebastião","1737"," "," "," "," ","128.6"," "
"NS do Varadouro S Antônio e Almas","Cunha, José da","1733","49","1","14","1","303"," "
"NS do Rosario S Antônio e Almas","Passadouro, João Gonçalves","1734","49","1","14","1","279"," "
"NS dos Mártires e S Jerônimo","Fernandes, Francisco","1732","49","1","14","1","399"," "
"NS Mãe de Deus S José e Almas","Silva, Plácido da","1732","49","1","14","1","657"," "
"Jesus Maria José e Familia Sacra","Santos, Francisco João dos","1735","49","1","14","1","399"," "
"NS das Mercês e S José","Chaves, João de Lemos","1735","49","1","14","1","264"," "
"NS da Oliveira e Bom Jesus do Penedo","Franco, Manoel Nunes","1732","49","1","14","1","197"," "
"S João Batista","Tagano, Francisco Ramos","1732","49","1","14","1","283"," "
"NS da Vida S Antônio e Almas","Teles, Valentim Rodrigues","1733","49","1","14","1","599"," "
"NS do Monte do Carmo e S Elias","Neto, Antônio","1733","1","1","14","1","628"," "
"S Pedro e S Paulo","Cruz, Antônio Francisco da","1733","49","1","14","1","378"," "
"NS do Varadouro","Azevedo, Francisco Pereira de","1735","49","1","14","1","270"," "
"NS do Rosario e S João Batista","Ferreira, Duarte","1733","49","1","14","1","458"," "
"NS de Nazaré S Antônio e Almas","Araújo, Jerônimo Antônio de","1734","49","1","14","1","503"," "
"NS do Cabo e S João da Cruz","Carneiro, Rodrigo Afonso","1733","49","1","14","1","351"," "
"NS de Nazaré e Candelaria","Francisco, Mateus","1733","49","1","14","1","38"," "
"NS do Monte Santana e Almas","Paçadouro, João Gonçalves","1732","49","1","14","1","297"," "
"NS da Concórdia","Ribeiro, Antônio de Oliveira","1724"," "," "," "," ","312.5"," "
"NS do Livramento","Ramalho, José","1724"," "," "," "," ","312.5"," "
"NS do Triunfo","Cunha, José Dias","1724"," "," "," "," ","312.5"," "
"S João Nantes","Gofre, José","1724"," "," "," "," ","105.3"," "
"NS da Conceição e S Antônio","Coutinho, José","1725","49","1","14","1","403.3284"," "
"Triunfante S Rita e Almas","Ferreira, José","1726","19","5","5","3","91.902"," "
" ","Basílio, João","1728","49","1","14","1","105.3415"," "
"NS do Livramento","Azevedo, Francisco Pereira de","1731","49","1","14","1","83"," "
"NS da Conceição S Antônio e Almas","Loureiro, Belchior José","1761","49","1","14","1","210"," "
"NS do Crato S Roque e Almas","Rodrigues, Geraldo do Pinho","1756","49","1","14","1","432"," "
"NS do Pilar e Monte do Carmo","Cruz, Manoel Correa da","1756","49","1","14","1","152"," "
"NS da Boa Viagem","Ferreira, João","1756","49","1","14","1","353"," "
"Santana e S Francisco de Paula","Lima, Albano Monte","1755","49","1","14","1","368"," "
"NS da Boa Hora S Antônio e Almas","Conceição, Ambrósio","1754","49","1","14","1","63"," "
"NS da Penha da França Santana e Almas","Brito, Antônio Nunes de","1752","49","1","14","1","310"," "
"NS da Penha da França e Boa Hora","Moraes, Francisco Henriques de","1753","1","1","14","1","522"," "
"NS da Conceição da Ponte e S José","Cruz, João Monteiro","1768","49","1","14","1","276"," "
"NS da Glória e Boa Viagem","Leite, João Ferreira","1768","49","1","14","1","502"," "
"S Rosa e Sr do Bonfim","Silva, Manoel Gomes","1768","49","1","14","1","451"," "
"NS da Guia","Carvalho, Antônio de","1774","49","1","14","1","332"," "
"NS da Conceição da Ponte e Bom Jesus das Portas","Andrade, Marcelino Cesár de","1765","1","1","14","1","283.6345"," "
"NS do Rosario S Antônio e Almas","Andrade, Marcelino Cesár de","1766","1","1","14","1","260.865"," "
"NS da Guia S Antônio e Almas"," ","1768","1","1","14","1","327.25"," "
"NS do Rosario S Antônio e Almas","Teixeira, Francisco Rodrigues","1768","1","1","14","1","223.8165"," "
"NS da Conceição e Santana"," ","1769","49","1","14","1","28.05"," "
"Bom Jesus de Bouças"," ","1770","49","1","14","1","193.7055"," "
"NS dos Remédios e S Henrique Imperador"," ","1772","1","1","14","1","327.25"," "
"Bom Jesus dos Navegantes","Figueira, Antônio Lopes","1774","59","5","14"," ","449.5"," "
"NS do Rosario e S Reis","Figueiredo, Manoel","1753","1","1","14","1","171"," "
"Santana e S André"," ","1753","1","1","14","1","45"," "
"S André e Santana","Frota, Florêncio José","1750","1","1","14","1","10"," "
"Bom Jesus dos Navegantes","Pereira, José","1779","49","1","14","1","286.44"," "
"Postilhão"," ","1779","49","1","14","1","411.9714"," "
"General Sampaio"," ","1819","208","5"," "," ","250"," "
"Indústria","Lourenço, Valério","1818","208"," "," "," ","472.9"," "
"Isabel","Santos, Joaquim Correa dos","1846","77"," "," "," ","443.8"," "
"Elisa"," ","1830","142","2","12","3"," "," "
"Emília","Brasileiro, Nicolau","1845","77"," "," "," ","443.8"," "
"Olinda","Escrivanes, Felipe Antônio","1833","208","5"," "," ","367.2"," "
"Oriente","Tavares, João Jacinto","1822","208"," "," "," ","353.2"," "
"S José Diligente Vulcano","Alves, Isidoro","1815","208","5"," "," ","250"," "
"Zéfiro","Brito, Vítor Nobre de","1818","208","5"," "," ","250"," "
"S Miguel o Anjo e Almas"," ","1747","49","1","14","1","355.7112"," "
"S Francisco Xavier","Pereira, Pascoal de Souza","1732","49","1","14","1","231"," "
"Bom Jesus de Bouças e NS da Conceição","Correa, Vitorino","1746","49","1","14","1","351.26"," "
"Águia (a) Lêndea","Araújo, José Ramos de","1811","49","1","14","1","353.1588"," "
"Americano"," ","1811","208"," "," "," ","353.2"," "
"Catarina"," ","1811","208"," "," "," ","353.2"," "
"Correio","Franco, Luís Pereira","1812","59","5","14"," ","353.2"," "
"Horizonte"," ","1811","208"," "," "," ","159.7"," "
"Lindeza"," ","1811","1","1","14","1","353.1588"," "
"Paquete Infante"," ","1811","208"," "," "," ","353.2"," "
"S Antônio"," ","1811","208"," "," "," ","217.3"," "
"S João"," ","1812","13","5","3","3","353.2"," "
"Ânimo Grande","Silva, Joaquim José da","1806","49","1","14","1","271.8"," "
"Africano do Rio","Domingues, José","1805","206","3","14","1","340"," "
"General Isidro","Almeida, Manoel Pedro de","1806","206","3","14","1","242"," "
"Santíssimo Sacramento","Viana, Lourenço Fernandes Lima Vizinho","1676","208"," "," "," ","208.9"," "
"Dido","Domingues, José","1806","206","3","14","1","420"," "
"Variara"," ","1806","206","3","14","1","420.6974"," "
"Pitiato (a) Viriato","Almeida, Manoel Pedro de","1806","59","1","14"," ","235.56"," "
"NS da Boa Viagem e Triunfo da Inveja","Ferreira, José Joaquim","1806","59","5","14"," ","353.2"," "
"Ânimo Grande","Silva, Joaquim José da","1808","206","3","14","1","362"," "
"Espada de Ferro NS do Rosario Prazeres e Almas","Luz, João Leite da","1806","59","5","14"," ","264.492"," "
"Dois Irmãos (a) Paraquito","Paraquito, José Joaquim Meireiles","1809","59","5","14"," ","192.36"," "
"Elesbão","Branco, J P","1809","59","5","14"," ","305.114"," "
"Dido","Madruga, Luís Pereira","1809","59","5","14"," ","356.8"," "
"Elesbão","Branco, J P","1812","206","3","14","1","436"," "
"Feliz Dias","Almeida, Vitorino da Luz e","1812","59","1","14"," ","247.32"," "
"NS da Piedade Triunfo da Inveja","Gomes, Domingos Antônio","1812","59","1","14"," ","219.252"," "
"Feliz Dias","Almeida, Vitorino da Luz e","1814","59","1","14"," ","246.432"," "
"S Marcos","Bonifácio, João","1815","59","1","14"," ","412.2"," "
"S Joaquim","Senhos, José de","1815","106","3","3","3","298"," "
"Feliz Dias","Negrão, Pedro José","1815","59","1","14"," ","247.32"," "
"Feliz Dias","Ferreira, Antônio Bento","1816","59","1","14"," ","194.79"," "
"Mato Grosso","Melo, Francisco José de","1816","59","1","14"," ","389.58"," "
"Flor da Bahia","Ferreira, José dos Santos","1817","3","3","1","2","386","0.209016393"
"Dos Hermanos","Botet, José","1819","49","1","14","1","336","0.321212121"
"Isabella","Campanera","1819","59","5","14"," ","193.048"," "
"Caridad"," ","1820","59","5","14"," ","176.688"," "
"S José","Cauteau, Santiago","1820","59","5","14"," ","302.66"," "
"Flor do Tejo","Ribeiro, Gregório José","1816","49","1","14","1","51"," "
"Feliz Eugênia","Viana, José Antônio Pinheiro","1825","59","5","14"," ","472.9"," "
"NS da Conceição Telégrafo","Guerra, Manoel Alves","1826","208"," "," "," ","276.7"," "
"Maria Leonor","Gonçalves, Francisco","1805","49","1","14","1","180","0.185520362"
"S José Diligente Vulcano","Costa, Silvestre Manoel Pereira da","1823","208"," "," "," ","353.2"," "
"Sacramento e Prazeres"," ","1823","49","1","14","1","242"," "
"Triunfo Africano","Souza, João José de","1823","77","5"," "," ","353.2"," "
"Comerciante","Batista, Antônio Daniel","1800","59","1","14"," ","59.54"," "
"S Margarida"," ","1707","49","1","14","1","355.7112"," "
" "," ","1714","23","1","6","3","208.9"," "
"NS da Piedade e Almas","Machado, André Gonçalves","1718","59"," ","14"," ","351.3"," "
" "," ","1725","49","1","14","1","267"," "
" ","Farto, José de Ramalho","1725","49","1","14","1","193.7055"," "
"NS da Piedade","Gama, José Custódio da","1725"," "," "," "," ","400"," "
"NS da Concórdia","Santos, Gaspar dos","1726"," "," "," "," ","282.9"," "
"NS da Ajuda S Antônio e Almas","Moura, Antônio Gonçalves","1731","49","1","14","1","224"," "
"NS das Angústias e NS do Livramento","Lemos, Antônio","1731","208"," "," "," ","128.6"," "
"NS do Livramento","Abreu, João Dorneles de","1731","49","1","14","1","250"," "
"NS do Livramento","Pereira, Antônio Nunes","1731","49","1","14","1","516"," "
"NS do Monte Santana e Almas","Ferreira, Bento","1731","49","1","14","1","10"," "
"NS das Mercês S Antônio e Almas","Gomes, Alexandre Francisco","1732","49","1","14","1","166"," "
"NS da Barroquinha e S Rita (a) Crioula","Reis, Francisco Lopes dos","1732","1","1","14","1","447"," "
"NS da Boa Hora","Pereira, João","1732","49","1","14","1","405"," "
"NS da Boa Morte S Caetano e Almas","Araújo, Jerônimo Antônio de","1732","49","1","14","1","362"," "
"NS da Piedade e S Félix","Carvalho, José de Matos","1732","49","1","14","1","105.3415"," "
"NS do Livramento e Santana","Bexiga, Brás das Candeas","1732","49","1","14","1","68"," "
"NS das Mercês S Antônio e Almas","Azedo, Manoel Dias","1732","49","1","14","1","151"," "
"Bom Jesus de Bouças S Antônio e Almas","Pinto, Antônio Ferreira","1733","49","1","14","1","396"," "
"NS da Boa Morte e S Caetano","Porto, João Luís","1733","49","1","14","1","360"," "
"NS da Piedade e S José","Mendonça, João Furtado de","1733","49","1","14","1","104"," "
"NS da Boa Hora Santana e S Joaquim","Calado, José de Almeida","1734","49","1","14","1","577"," "
"NS da Conceição e Esperança","Belém, José de Oliveira","1734","49","1","14","1","686"," "
"NS do Livramento","Costa, Manoel Francisco da","1735","49","1","14","1","385"," "
"NS do Pilar S Antônio e Almas","Nunes, Luís","1735","1","1","14","1","373"," "
"NS da Penha e S Francisco","Araújo, Jerônimo Antônio de","1738","49","1","14","1","773"," "
"NS do Rosario S Antônio e Almas","Fortes, Antônio da Silva","1744","49","1","14","1","501"," "
" "," ","1686","59","5","14"," ","208.9"," "
" "," ","1686","59","5","14"," ","229.7"," "
" "," ","1697","77"," "," "," ","105.3"," "
"Jesus Maria José e Santana"," ","1747","49","1","14","1","355.7112"," "
"NS da Ajuda e Bom Jesus de Bouças"," ","1747","1","1","14","1","355.7112"," "
"NS da Boa Hora Santana S Joaquim e Almas"," ","1747","1","1","14","1","355.7112"," "
"NS da Conceição e S Antônio"," ","1747","1","1","14","1","355.7112"," "
"NS da Conceição e S Antônio e Almas","Castro, Manoel Muniz","1747","1","1","14","1","176"," "
"Bom Jesus da Lembrança e NS da Esperança"," ","1747","49","1","14","1","355.7112"," "
"NS da Penha da França e Boa Hora"," ","1747","1","1","14","1","355.7112"," "
"Bom Jesus de Além e NS da Esperança","Cruz, Manoel Gonçalves da","1749","49","1","14","1","480"," "
"NS do Rosario e S Antônio"," ","1780","1","1","14","1","362","0.099502488"
"NS da Guia"," ","1780","1","1","14","1","326.096"," "
"NS da Guia"," ","1779","1","1","14","1","327.012"," "
"Sr do Bonfim e Prazeres"," ","1775","208"," "," "," ","223.8"," "
"NS da Conceição S José e S João Batista"," ","1775","49","1","14","1","411.9714"," "
"NS da Penha da França e Boa Hora","Moraes, Francisco Henriques de","1749","49","1","14","1","496"," "
"NS da Conceição S Caetano e Almas"," ","1749","208"," "," "," ","355.7"," "
"NS do Rosario S Antônio e Almas"," ","1749","208"," "," "," ","355.7"," "
"Santíssima Trindade e S Pedro","Maciel, André Alves","1749","49","1","14","1","177"," "
"Santana e S Antônio","Silva, Antônio Pereira da","1750","49","1","14","1","326"," "
"S José S Antônio e Almas","Álvares, Afonso","1750","49","1","14","1","493"," "
"NS da Boa Hora S Antônio e Almas","Fontes, Agostinho da Costa","1751","49","1","14","1","75"," "
"NS do Bonsucesso S Antônio e Almas","Gomes, Miguel","1751","49","1","14","1","26"," "
"NS da Barroquinha e S Rita"," ","1752","208"," "," "," ","308"," "
"NS da Conceição e S Antônio"," ","1752","208"," "," "," ","308"," "
"NS do Bonsucesso e S Estevão","Álvares, Afonso","1752","1","1","14","1","472"," "
"NS da Conceição e S José","Perfil, José Raimundo","1787","208"," "," "," ","335.6"," "
"NS da Conceição"," ","1750","208"," "," "," ","355.7"," "
"NS do Pilar e Monte do Carmo","Esteves, Antônio José","1753","49","1","14","1","106"," "
"NS do Rosario S Antônio e Almas"," ","1753","208"," "," "," ","308"," "
"NS do Rosario S Antônio e Almas"," ","1754","1","1","14","1","8.415"," "
"NS do Rosario e S José"," ","1754","208"," "," "," ","308"," "
"NS da Conceição S Antônio e Almas","Abreu, José Álvares de","1761","49","1","14","1","398"," "
"NS da Conceição e S Amaro","Azevedo, Pedro Alexandrino Soares de","1786","208"," "," "," ","229.7"," "
"NS da Conceição S José e Boa União","Coimbra, Joaquim José","1785","77","5"," "," ","335.6"," "
"NS de Nazaré e Bonfim","Menezes, José Dias de Castro","1780","59","5","14"," ","335.6"," "
"NS do Monte do Carmo e S Antônio"," ","1795","49","1","14","1","335.6892"," "
"NS do Monte do Carmo e S Vicente Ferreira"," ","1772","77","5"," "," ","277.3"," "
"NS do Pilar e S José","Rosa, José Gomes","1773","1","1","14","1","400"," "
"NS do Pilar S Antônio e Almas","Pontes, Antônio Álvares","1784","208"," "," "," ","323.5"," "
"NS do Rosario e S José"," ","1787","49","1","14","1","323.5312"," "
"NS do Rosario S Antônio e Almas","Sá, Manoel Gomes de","1786","49","1","14","1","323.5312"," "
"NS do Rosario S Antônio e Almas","Silva, Pedro da Costa","1772","1","1","14","1","263.67"," "
"Aracati"," ","1840","77","5"," "," ","443.8"," "
"Boa Fortuna","Silva, Felipe da","1807","208","5"," "," ","412"," "
"Boaventura"," ","1840","77","5"," "," ","443.8"," "
"Canário","Silveira, Manoel Francisco Augusto da","1846","77"," "," "," ","105.3"," "
"Caridade"," ","1826","208"," "," "," ","241.6"," "
"Carlota"," ","1819","208","5"," "," ","472.9"," "
"Cisne","Sabino, José Antônio","1819","208","5"," "," ","472.9"," "
"Cisne","Gervásio, Joaquim","1820","208","5"," "," ","472.9"," "
"S Antônio Sertório (a) Correio de Angola","Coimbra, Joaquim José","1793","1","1","14","1","450"," "
"Diana","Monteiro, João Aires","1807","208"," "," "," ","278.9"," "
"D Domingos","Escrivão, Tomás José","1821","77","5"," "," ","472.9"," "
"D Domingos","Carneiro, Ângelo Francisco","1822","49","1","14","1","561"," "
"Europa","Castro, Antônio Francisco de","1794","208","5"," "," ","251.4"," "
"Felicidade","Lima, Antônio de Cerqueira","1808","1","1","14","1","334","0.014749263"
"Leão","Melo, José Joaquim Pereira de","1845","77"," "," "," ","443.8"," "
"Margarida"," ","1834","77"," "," "," ","276.7"," "
"Esperança","Souza, Manoel Pereira de","1809","208"," "," "," ","353.2"," "
"Boa Sorte","Correa, Antônio José","1810","59","5","14"," ","353.2"," "
"NS da Conceição da Maria Santíssima","Sá, José Xavier Gonzaga de","1810","59","5","14"," ","166.704"," "
"Comerciante","Santos, Manoel Carlos dos","1811","49","1","14","1","57.98"," "
"Flor do Mar"," ","1811","59","5","14"," ","353.2"," "
"Galeão","Ferreira, Pedro José","1810","59","5","14"," ","217.3"," "
"Indústria","Matos, Silvério José de","1810","59","5","14"," ","74.292"," "
"S Antônio Diligente","Matos, Silvério José de","1810","77","5"," "," ","472.9"," "
"Amizade","Camizão, José Maria de Araújo","1810","208"," "," "," ","435.7"," "
"NS do Monte do Carmo e Grão Penedo","Almeida, José de","1812","208"," "," "," ","435.7"," "
"Mercúrio","Martins, Francisco José","1815","49","1","14","1","420.384"," "
"Almirante S Antônio de Portugal"," ","1698","59","5","14"," ","357"," "
"Amável Donzela","Rosendo, Joaquim Adrião","1793","49","1","14","1","314"," "
"Amável Donzela","Rosendo, Joaquim Adrião","1794","49","1","14","1","266","0.011152416"
"Aníbal","Silva, Francisco de Sales e","1787","1","1","14","1","200"," "
"Aníbal","Silva, Francisco de Sales e","1789","1","1","14","1","169","0.023121387"
"S Aníbal","Dias, Joaquim Bernardo","1791","49","1","14","1","235"," "
"Aníbal","Souza, João José de","1792","1","1","14","1","244","0.050583658"
"Aníbal","Caraboni, Joaquim da Trindade","1794","49","1","14","1","280","0.020979021"
"Astrea","Dias, João de Oliveira","1817","59","5","14"," ","472.9"," "
"Bonfim","Machado, Teotônio Vicente","1818","49","1","14","1","439"," "
"Bonfim","Gervásio, Joaquim","1821","208"," "," "," ","250"," "
"Dois Irmãos","Caraboni, Joaquim da Trindade","1787","49","1","14","1","226.38"," "
"Dois Irmãos","Caraboni, Joaquim da Trindade","1790","49","1","14","1","61.372"," "
"Charrua","Caraboni, Joaquim da Trindade","1792","59","5","14"," ","198.772"," "
" ","Barreiros, Lourenço","1650","208"," "," "," ","355.7"," "
" ","Bernardes, Manoel","1650","208"," "," "," ","208.9"," "
" ","Carvalho, Luís de","1650","208"," "," "," ","208.9"," "
" ","Freitas, Manoel","1650","208"," "," "," ","208.9"," "
" ","Tormenta, Manoel da Silva","1650","208"," "," "," ","208.9"," "
" ","Viegas, Peixoto","1650","208"," "," "," ","208.9"," "
" ","Bernardes, Manoel","1651","208"," "," "," ","208.9"," "
" ","Rocha, Francisco da","1652","208"," "," "," ","208.9"," "
" ","Silveira, Antônio da","1652","208"," "," "," ","355.7"," "
" ","Migueis, Manoel","1653","208"," "," "," ","355.7"," "
"Bom Jesus de Bouças S Antônio e Almas","Falcão, Roque","1703","208"," "," "," ","229.7"," "
"NS do Roque Amador"," ","1716","49","1","14","1","312.5136"," "
" "," ","1718","49","1","14","1","208.8765"," "
"NS Mãe dos Homens Vitória e Almas","Rocha, Caetano José da","1786","59","5","14"," ","323.5"," "
"NS da Conceição e S Francisco de Paula","Mendonça, José Inácio de","1791","1","1","14","1","38.808"," "
"NS da Conceição e S Francisco de Paula","Mendonça, José Inácio de","1792","1","1","14","1","176.484"," "
"NS do Monte do Carmo Festo"," ","1813","208"," "," "," ","353.2"," "
"Fênix"," ","1819","208"," "," "," ","217.3"," "
"NS da Conceição e S João Fragatinha","Mota, Luís da","1810","208"," "," "," ","159.7"," "
"Nova Sorte"," ","1817","208"," "," "," ","217.3"," "
" ","Pereira, Manoel da Costa","1678","208"," "," "," ","355.7"," "
" ","Lopes","1678","208"," "," "," ","355.7"," "
"S Antônio e Almas","Silva, João Teixeira da","1679","208"," "," "," ","229.7"," "
" "," ","1680","208"," "," "," ","355.7"," "
" ","Conceição, Francisco Pereira da","1680","208"," "," "," ","355.7"," "
"S Antônio e Almas","Rocha, Manoel Gonçalves","1683","208"," "," "," ","105.3"," "
"S Isabel","Francisco, Duarte","1688","208"," "," "," ","260.4"," "
"S Lourenço","Silva, Manoel Vicente da","1804","49","1","14","1","447","0.036637931"
"NSr do Bonfim S Antônio e Almas","Marques, Joaquim","1804","49","1","14","1","304"," "
"Lanceta","Isabel, Antônio de Santa","1805","1","1","14","1","174","0.016949153"
"NS da Boa Viagem e S João","Manoel","1805","49","1","14","1","551","0.046712803"
"S Jorge","Rosa, Joaquim dos Santos","1793","49","1","14","1","250","0.084249084"
"S Macário e Minerva","Barros, Joaquim José Torquato de","1793","49","1","14","1","216"," "
"Providência"," ","1817","77"," "," "," ","472.9"," "
"Delfina","Santos, José Pedro dos","1819","208"," "," "," ","472.9"," "
"Diligência"," ","1816","208"," "," "," ","353.2"," "
"Voador","Viana, Pedro Jose Correa","1818","208"," "," "," ","353.2"," "
"Voador","Pacheco, José dos Santos","1816","208"," "," "," ","472.9"," "
"Feliz Dias","Almeida, Vitorino da Luz e","1823","208"," "," "," ","353.2"," "
"Feliz Eugênia","Figueiredo, Antônio Peres de","1809","208"," "," "," ","472.9"," "
"Feliz Eugênia","Moraes, José de","1817","208"," "," "," ","472.9"," "
"Flor do Brasil","Teodoro, Teotônio José","1817","208"," "," "," ","472.9"," "
"Harmonia","Silva, José de Caieros e","1802","208"," "," "," ","353.2"," "
"Henriqueta","Mendonça, Antônio Luciano de","1816","208"," "," "," ","472.9"," "
"Henriqueta","Silva, Manoel Pacheco da","1817","208"," "," "," ","472.9"," "
"Isabel","Branco, Paulo José","1812","208"," "," "," ","472.9"," "
"Levante","Nunes, José Antônio","1810","208"," "," "," ","435.7"," "
"Levante"," ","1811","59","5"," "," ","435.7"," "
"Ligeira","Carneiro, Jacinto Antônio Pereira","1827","208"," "," "," ","276.7"," "
"Lisboa","Fonseca, Raimundo Gomes da","1824","208"," "," "," ","353.2"," "
"Ludovina","Medeiros, Francisco Antônio de","1820","49","1","14","1","207"," "
"Maria","Pereira, Albino Mariano dos Santos","1823","208"," "," "," ","353.2"," "
"Marquês de Aguiar","Carvalho, Antônio Felipe de","1817","208"," "," "," ","472.9"," "
"NS da Boa Viagem Abismo","Brito, Antônio Luís Ribeiro de","1822","49","1","14","1","271"," "
"Imperador","Vieira, Antônio Manoel","1826","77"," "," "," ","533"," "
"Nova Aventura","Maia, Domingos Manoel Rodrigues","1823","59","5"," "," ","353.2"," "
"Nova Viagem","Macedo, José Bento de","1822","208"," "," "," ","159.7"," "
"NS dos Remédios","Magalhães, Francisco José Pereira de","1818","208"," "," "," ","353.2"," "
"Olímpia","Magalhães, Francisco de Melo de","1816","208"," "," "," ","472.9"," "
"Olímpia","Madruga, Francisco Pereira Nunes","1818","208"," "," "," ","472.9"," "
"Pequena Aventura","Souza, Vicente Nunes de","1811","49","1"," ","1","353.2"," "
"Príncipe D João","Bastos, José Lopes de","1821","208"," "," "," ","353.2"," "
"Príncipe da Beira","Cunha, Francisco da","1810","59","5"," "," ","353.2"," "
"Príncipe Real"," ","1825","77","5"," "," ","472.9"," "
" ","Fonseca, Manoel Ferreira da","1680","208"," "," "," ","355.7"," "
"NS da Conceição e S Francisco Xavier","Maciel, Pedro de Barros","1680","208"," "," "," ","208.9"," "
"S Antônio e Almas","Rocha, Manoel","1684","77","5"," "," ","412"," "
"NS do Pilar","Ferreira, Antônio","1684","77"," "," "," ","208.9"," "
"S José","Gouvêa, Francisco Pereira de","1684","208"," "," "," ","260.4"," "
"S Antônio e Almas","Dias, João","1684","208"," "," "," ","229.7"," "
"NS da Conceição e Bom Jesus de Bouças","Ramos, João","1685","208"," "," "," ","229.7"," "
"S Rafael","Branco, Manoel Vaz Castelo","1686","59"," ","14"," ","260.4"," "
"S Antônio e Almas","Andrade, Antônio de","1685","77"," "," "," ","105.3"," "
"NS da Conceição e S Antônio","Viana, João Martins","1685","208"," "," "," ","105.3"," "
"NS da Conceição e S Antônio","Viana, João Martins","1686","208"," "," "," ","105.3"," "
"NS da Conceição e S Antônio","Pereira, Luís","1687","208"," "," "," ","105.3"," "
"S Catarina","Machado, Jerônimo Mendes","1687","208"," "," "," ","105.3"," "
"S Antônio e Almas","Araújo, Gaspar Barbosa de","1687","208"," "," "," ","229.7"," "
"NS da Conceição S Antônio e Almas","Maia, Francisco de Oliveira","1687","208"," "," "," ","229.7"," "
"NS do Pilar S Antônio e Almas","Álvares, Antônio","1687","208"," "," "," ","229.7"," "
"NS da Conceição e S Antônio","Nunes, Manoel Gonçalves","1688","208"," "," "," ","229.7"," "
"NS de Nazaré e S","Andrade, Antônio de","1688","208"," "," "," ","229.7"," "
"NS do Pilar S Miguel e Almas","Álvares, Manoel","1689","208"," "," "," ","229.7"," "
"NS da Conceição e S Antônio","Dantas, Valentim Pinto","1689","208"," "," "," ","229.7"," "
"S Antônio e Almas","Lima, Nicolau de Abreu","1689","208"," "," "," ","229.7"," "
"NS do Rosario e Almas","Machado, Manoel","1689","208"," "," "," ","229.7"," "
"NS de Nazaré","Moraes, Domingo","1690","208"," "," "," ","229.7"," "
"NS da Conceição S Antônio e Almas","Barros, Pascoal de Freitas","1691","208"," "," "," ","229.7"," "
"NS da Conceição e Almas","Dormondo, Brás Pereira","1690","208"," "," "," ","229.7"," "
